NAME_1_TR,NAME_2_TR,NAME_1_EN,NAME_2_EN,DIST_CNT,CODE,IN_MIB,fromshp1,fromshp2,,IN_GADM
BİTLİS,MUTKİ,BITLIS,MUTKI,6,1537,1,BİTLİS ,MUTKİ,TRUE,1
BİTLİS,TATVAN,BITLIS,TATVAN,6,1669,1,BİTLİS ,TATVAN,TRUE,1
BOLU,DÖRTDİVAN,BOLU,DORTDIVAN,8,1916,1,BOLU ,DÖRTDİVAN,TRUE,1
BOLU,GEREDE,BOLU,GEREDE,8,1346,1,BOLU ,GEREDE,TRUE,1
BOLU,GÖYNÜK,BOLU,GOYNUK,8,1364,1,BOLU ,GÖYNÜK,TRUE,1
BOLU,KIBRISCIK,BOLU,KIBRISCIK,8,1466,1,BOLU ,KIBRISCIK,TRUE,1
BOLU,MENGEN,BOLU,MENGEN,8,1522,1,BOLU ,MENGEN,TRUE,1
BOLU,MERKEZ,BOLU,MERKEZ,,1199,0,BOLU ,MERKEZ,TRUE,1
BOLU,MUDURNU,BOLU,MUDURNU,8,1531,1,BOLU ,MUDURNU,TRUE,1
BOLU,SEBEN,BOLU,SEBEN,8,1610,1,BOLU ,SEBEN,TRUE,1
BOLU,YENİÇAĞA,BOLU,YENICAGA,8,1997,1,BOLU ,YENİÇAĞA,TRUE,1
BURDUR,AĞLASUN,BURDUR,AGLASUN,10,1109,1,BURDUR ,AĞLASUN,TRUE,1
BURDUR,ALTINYAYLA,BURDUR,ALTINYAYLA,10,1874,1,BURDUR ,ALTINYAYLA,TRUE,1
BURDUR,BUCAK,BURDUR,BUCAK,10,1211,1,BURDUR ,BUCAK,TRUE,1
BURDUR,ÇAVDIR,BURDUR,CAVDIR,10,1899,1,BURDUR ,ÇAVDIR,TRUE,1
BURDUR,ÇELTİKÇİ,BURDUR,CELTIKCI,10,1903,1,BURDUR ,ÇELTİKÇİ,TRUE,1
BURDUR,GÖLHİSAR,BURDUR,GOLHISAR,10,1357,1,BURDUR ,GÖLHİSAR,TRUE,1
BURDUR,KARAMANLI,BURDUR,KARAMANLI,10,1813,1,BURDUR ,KARAMANLI,TRUE,1
BURDUR,KEMER,BURDUR,KEMER,10,1816,1,BURDUR ,KEMER,TRUE,1
BURDUR,MERKEZ,BURDUR,MERKEZ,,1215,0,BURDUR ,MERKEZ,TRUE,1
BURDUR,TEFENNİ,BURDUR,TEFENNI,10,1672,1,BURDUR ,TEFENNİ,TRUE,1
BURDUR,YEŞİLOVA,BURDUR,YESILOVA,10,1728,1,BURDUR ,YEŞİLOVA,TRUE,1
BURSA,BÜYÜKORHAN,BURSA,BUYUKORHAN,17,1783,1,BURSA ,BÜYÜKORHAN,TRUE,1
BURSA,GEMLİK,BURSA,GEMLIK,17,1343,1,BURSA ,GEMLİK,TRUE,1
BURSA,GÜRSU,BURSA,GURSU,17,1935,1,BURSA ,GÜRSU,TRUE,1
BURSA,HARMANCIK,BURSA,HARMANCIK,17,1799,1,BURSA ,HARMANCIK,TRUE,1
BURSA,İNEGÖL,BURSA,INEGOL,17,1411,1,BURSA ,İNEGÖL,TRUE,1
BURSA,İZNİK,BURSA,IZNIK,17,1420,1,BURSA ,İZNİK,TRUE,1
BURSA,KARACABEY,BURSA,KARACABEY,17,1434,1,BURSA ,KARACABEY,TRUE,1
BURSA,KELES,BURSA,KELES,17,1457,1,BURSA ,KELES,TRUE,1
BURSA,KESTEL,BURSA,KESTEL,17,1960,1,BURSA ,KESTEL,TRUE,1
BURSA,MUDANYA,BURSA,MUDANYA,17,1530,1,BURSA ,MUDANYA,TRUE,1
BURSA,MUSTAFAKEMALPAŞA,BURSA,MUSTAFAKEMALPASA,17,1535,1,BURSA ,MUSTAFAKEMALPAŞA,TRUE,1
BURSA,NİLÜFER,BURSA,NILUFER,17,1829,1,BURSA ,NİLÜFER,TRUE,1
BURSA,ORHANELİ,BURSA,ORHANELI,17,1553,1,BURSA ,ORHANELİ,TRUE,1
BURSA,ORHANGAZİ,BURSA,ORHANGAZI,17,1554,1,BURSA ,ORHANGAZİ,TRUE,1
BURSA,OSMANGAZİ,BURSA,OSMANGAZI,17,1832,1,BURSA ,OSMANGAZİ,TRUE,1
BURSA,YENİŞEHİR,BURSA,YENISEHIR,17,1725,1,BURSA ,YENİŞEHİR,TRUE,1
BURSA,YILDIRIM,BURSA,YILDIRIM,17,1859,1,BURSA ,YILDIRIM,TRUE,1
ÇANAKKALE,AYVACIK,CANAKKALE,AYVACIK,11,1160,1,ÇANAKKALE ,AYVACIK,TRUE,1
ÇANAKKALE,BAYRAMİÇ,CANAKKALE,BAYRAMIC,11,1180,1,ÇANAKKALE ,BAYRAMİÇ,TRUE,1
ÇANAKKALE,BİGA,CANAKKALE,BIGA,11,1190,1,ÇANAKKALE ,BİGA,TRUE,1
ÇANAKKALE,BOZCAADA,CANAKKALE,BOZCAADA,11,1205,1,ÇANAKKALE ,BOZCAADA,TRUE,1
ÇANAKKALE,ÇAN,CANAKKALE,CAN,11,1229,1,ÇANAKKALE ,ÇAN,TRUE,1
ÇANAKKALE,ECEABAT,CANAKKALE,ECEABAT,11,1293,1,ÇANAKKALE ,ECEABAT,TRUE,1
ÇANAKKALE,EZİNE,CANAKKALE,EZINE,11,1326,1,ÇANAKKALE ,EZİNE,TRUE,1
ÇANAKKALE,GELİBOLU,CANAKKALE,GELIBOLU,11,1340,1,ÇANAKKALE ,GELİBOLU,TRUE,1
ÇANAKKALE,GÖKÇEADA,CANAKKALE,GOKCEADA,11,1408,1,ÇANAKKALE ,GÖKÇEADA,TRUE,1
ÇANAKKALE,LAPSEKİ,CANAKKALE,LAPSEKI,11,1503,1,ÇANAKKALE ,LAPSEKİ,TRUE,1
ÇANAKKALE,MERKEZ,CANAKKALE,MERKEZ,,1230,0,ÇANAKKALE ,MERKEZ,TRUE,1
ÇANAKKALE,YENİCE,CANAKKALE,YENICE,11,1722,1,ÇANAKKALE ,YENİCE,TRUE,1
ÇANKIRI,ATKARACALAR,CANKIRI,ATKARACALAR,11,1765,1,ÇANKİRİ ,ATKARACALAR,TRUE,1
ÇANKIRI,BAYRAMÖREN,CANKIRI,BAYRAMOREN,11,1885,1,ÇANKİRİ ,BAYRAMÖREN,TRUE,1
ÇANKIRI,ÇERKEŞ,CANKIRI,CERKES,11,1248,1,ÇANKİRİ ,ÇERKEŞ,TRUE,1
ÇANKIRI,ELDİVAN,CANKIRI,ELDIVAN,11,1300,1,ÇANKİRİ ,ELDİVAN,TRUE,1
ÇANKIRI,ILGAZ,CANKIRI,ILGAZ,11,1399,1,ÇANKİRİ ,ILGAZ,TRUE,1
ÇANKIRI,KIZILIRMAK,CANKIRI,KIZILIRMAK,11,1817,1,ÇANKİRİ ,KIZILIRMAK,TRUE,1
ÇANKIRI,KORGUN,CANKIRI,KORGUN,11,1963,1,ÇANKİRİ ,KORGUN,TRUE,1
ÇANKIRI,KURŞUNLU,CANKIRI,KURSUNLU,11,1494,1,ÇANKİRİ ,KURŞUNLU,TRUE,1
ÇANKIRI,MERKEZ,CANKIRI,MERKEZ,,1232,0,ÇANKİRİ ,MERKEZ,TRUE,1
ÇANKIRI,ORTA,CANKIRI,ORTA,11,1555,1,ÇANKİRİ ,ORTA,TRUE,1
ÇANKIRI,ŞABANÖZÜ,CANKIRI,SABANOZU,11,1649,1,ÇANKİRİ ,ŞABANÖZÜ,TRUE,1
ÇANKIRI,YAPRAKLI,CANKIRI,YAPRAKLI,11,1718,1,ÇANKİRİ ,YAPRAKLI,TRUE,1
ÇORUM,ALACA,CORUM,ALACA,13,1124,1,ÇORUM ,ALACA,TRUE,1
ÇORUM,BAYAT,CORUM,BAYAT,13,1177,1,ÇORUM ,BAYAT,TRUE,1
ÇORUM,BOĞAZKALE,CORUM,BOGAZKALE,13,1778,1,ÇORUM ,BOĞAZKALE,TRUE,1
ÇORUM,DODURGA,CORUM,DODURGA,13,1911,1,ÇORUM ,DODURGA,TRUE,1
ÇORUM,İSKİLİP,CORUM,ISKILIP,13,1414,1,ÇORUM ,İSKİLİP,TRUE,1
ÇORUM,KARGI,CORUM,KARGI,13,1445,1,ÇORUM ,KARGI,TRUE,1
ÇORUM,LAÇİN,CORUM,LACIN,13,1972,1,ÇORUM ,LAÇİN,TRUE,1
ÇORUM,MECİTÖZÜ,CORUM,MECITOZU,13,1520,1,ÇORUM ,MECİTÖZÜ,TRUE,1
ÇORUM,MERKEZ,CORUM,MERKEZ,,1259,0,ÇORUM ,MERKEZ,TRUE,1
ÇORUM,OĞUZLAR,CORUM,OGUZLAR,13,1976,1,ÇORUM ,OĞUZLAR,TRUE,1
ÇORUM,ORTAKÖY,CORUM,ORTAKOY,13,1556,1,ÇORUM ,ORTAKÖY,TRUE,1
ÇORUM,OSMANCIK,CORUM,OSMANCIK,13,1558,1,ÇORUM ,OSMANCIK,TRUE,1
ÇORUM,SUNGURLU,CORUM,SUNGURLU,13,1642,1,ÇORUM ,SUNGURLU,TRUE,1
ÇORUM,UĞURLUDAĞ,CORUM,UGURLUDAG,13,1850,1,ÇORUM ,UĞURLUDAĞ,TRUE,1
DENİZLİ,ACIPAYAM,DENIZLI,ACIPAYAM,19,1102,1,DENİZLİ ,ACIPAYAM,TRUE,1
DENİZLİ,BABADAĞ,DENIZLI,BABADAG,19,1769,1,DENİZLİ ,BABADAĞ,TRUE,1
DENİZLİ,BAKLAN,DENIZLI,BAKLAN,19,1881,1,DENİZLİ ,BAKLAN,TRUE,1
DENİZLİ,BEKİLLİ,DENIZLI,BEKILLI,19,1774,1,DENİZLİ ,BEKİLLİ,TRUE,1
DENİZLİ,BEYAĞAÇ,DENIZLI,BEYAGAC,19,1888,1,DENİZLİ ,BEYAĞAÇ,TRUE,1
DENİZLİ,BOZKURT,DENIZLI,BOZKURT,19,1889,1,DENİZLİ ,BOZKURT,TRUE,1
DENİZLİ,BULDAN,DENIZLI,BULDAN,19,1214,1,DENİZLİ ,BULDAN,TRUE,1
DENİZLİ,ÇAL,DENIZLI,CAL,19,1224,1,DENİZLİ ,ÇAL,TRUE,1
DENİZLİ,ÇAMELİ,DENIZLI,CAMELI,19,1226,1,DENİZLİ ,ÇAMELİ,TRUE,1
DENİZLİ,ÇARDAK,DENIZLI,CARDAK,19,1233,1,DENİZLİ ,ÇARDAK,TRUE,1
DENİZLİ,ÇİVRİL,DENIZLI,CIVRIL,19,1257,1,DENİZLİ ,ÇİVRİL,TRUE,1
DENİZLİ,GÜNEY,DENIZLI,GUNEY,19,1371,1,DENİZLİ ,GÜNEY,TRUE,1
DENİZLİ,HONAZ,DENIZLI,HONAZ,19,1803,1,DENİZLİ ,HONAZ,TRUE,1
DENİZLİ,KALE,DENIZLI,KALE,19,1426,1,DENİZLİ ,KALE,TRUE,1
DENİZLİ,MERKEZEFENDİ,DENIZLI,MERKEZEFENDI,19,2079,1,,,FALSE,0
DENİZLİ,PAMUKKALE,DENIZLI,PAMUKKALE,19,1871,1,,,FALSE,0
DENİZLİ,SARAYKÖY,DENIZLI,SARAYKOY,19,1597,1,DENİZLİ ,SARAYKÖY,TRUE,1
DENİZLİ,SERİNHİSAR,DENIZLI,SERINHISAR,19,1840,1,DENİZLİ ,SERİNHİSAR,TRUE,1
DENİZLİ,TAVAS,DENIZLI,TAVAS,19,1670,1,DENİZLİ ,TAVAS,TRUE,1
DİYARBAKIR,BAĞLAR,DIYARBAKIR,BAGLAR,17,2040,1,,,FALSE,0
DİYARBAKIR,BİSMİL,DIYARBAKIR,BISMIL,17,1195,1,DİYARBAKİR ,BİSMİL,TRUE,1
DİYARBAKIR,ÇERMİK,DIYARBAKIR,CERMIK,17,1249,1,DİYARBAKİR ,ÇERMİK,TRUE,1
DİYARBAKIR,ÇINAR,DIYARBAKIR,CINAR,17,1253,1,DİYARBAKİR ,ÇINAR,TRUE,1
DİYARBAKIR,ÇÜNGÜŞ,DIYARBAKIR,CUNGUS,17,1263,1,DİYARBAKİR ,ÇÜNGÜŞ,TRUE,1
DİYARBAKIR,DİCLE,DIYARBAKIR,DICLE,17,1278,1,DİYARBAKİR ,DİCLE,TRUE,1
DİYARBAKIR,EĞİL,DIYARBAKIR,EGIL,17,1791,1,DİYARBAKİR ,EĞİL,TRUE,1
DİYARBAKIR,ERGANİ,DIYARBAKIR,ERGANI,17,1315,1,DİYARBAKİR ,ERGANİ,TRUE,1
DİYARBAKIR,HANİ,DIYARBAKIR,HANI,17,1381,1,DİYARBAKİR ,HANİ,TRUE,1
DİYARBAKIR,HAZRO,DIYARBAKIR,HAZRO,17,1389,1,DİYARBAKİR ,HAZRO,TRUE,1
DİYARBAKIR,KAYAPINAR,DIYARBAKIR,KAYAPINAR,17,2041,1,,,FALSE,0
DİYARBAKIR,KOCAKÖY,DIYARBAKIR,KOCAKOY,17,1962,1,DİYARBAKİR ,KOCAKÖY,TRUE,1
DİYARBAKIR,KULP,DIYARBAKIR,KULP,17,1490,1,DİYARBAKİR ,KULP,TRUE,1
DİYARBAKIR,LİCE,DIYARBAKIR,LICE,17,1504,1,DİYARBAKİR ,LİCE,TRUE,1
DİYARBAKIR,SİLVAN,DIYARBAKIR,SILVAN,17,1624,1,DİYARBAKİR ,SİLVAN,TRUE,1
DİYARBAKIR,SUR,DIYARBAKIR,SUR,17,2042,1,,,FALSE,0
DİYARBAKIR,YENİŞEHİR,DIYARBAKIR,YENISEHIR,17,2043,1,,,FALSE,0
DÜZCE,AKÇAKOCA,DUZCE,AKCAKOCA,7,1116,1,DÜZCE ,AKÇAKOCA,TRUE,1
DÜZCE,ÇİLİMLİ,DUZCE,CILIMLI,7,1905,1,DÜZCE ,ÇİLİMLİ,TRUE,1
DÜZCE,CUMAYERİ,DUZCE,CUMAYERI,7,1784,1,DÜZCE ,CUMAYERİ,TRUE,1
DÜZCE,GÖLYAKA,DUZCE,GOLYAKA,7,1794,1,DÜZCE ,GÖLYAKA,TRUE,1
DÜZCE,GÜMÜŞOVA,DUZCE,GUMUSOVA,7,2017,1,DÜZCE ,GÜMÜŞOVA,TRUE,1
DÜZCE,KAYNAŞLI,DUZCE,KAYNASLI,7,2031,1,DÜZCE ,KAYNAŞLI,TRUE,1
DÜZCE,MERKEZ,DUZCE,MERKEZ,,1292,0,DÜZCE ,MERKEZ,TRUE,1
DÜZCE,YIĞILCA,DUZCE,YIGILCA,7,1730,1,DÜZCE ,YIĞILCA,TRUE,1
EDİRNE,ENEZ,EDIRNE,ENEZ,8,1307,1,EDİRNE ,ENEZ,TRUE,1
EDİRNE,HAVSA,EDIRNE,HAVSA,8,1385,1,EDİRNE ,HAVSA,TRUE,1
EDİRNE,İPSALA,EDIRNE,IPSALA,8,1412,1,EDİRNE ,İPSALA,TRUE,1
EDİRNE,KEŞAN,EDIRNE,KESAN,8,1464,1,EDİRNE ,KEŞAN,TRUE,1
EDİRNE,LALAPAŞA,EDIRNE,LALAPASA,8,1502,1,EDİRNE ,LALAPAŞA,TRUE,1
EDİRNE,MERİÇ,EDIRNE,MERIC,8,1523,1,EDİRNE ,MERİÇ,TRUE,1
EDİRNE,MERKEZ,EDIRNE,MERKEZ,,1295,0,EDİRNE ,MERKEZ,TRUE,1
EDİRNE,SÜLOĞLU,EDIRNE,SULOGLU,8,1988,1,EDİRNE ,SÜLOĞLU,TRUE,1
EDİRNE,UZUNKÖPRÜ,EDIRNE,UZUNKOPRU,8,1705,1,EDİRNE ,UZUNKÖPRÜ,TRUE,1
ELAZIĞ,AĞIN,ELAZIG,AGIN,10,1110,1,ELAZIĞ ,AĞIN,TRUE,1
ELAZIĞ,ALACAKAYA,ELAZIG,ALACAKAYA,10,1873,1,ELAZIĞ ,ALACAKAYA,TRUE,1
ELAZIĞ,ARICAK,ELAZIG,ARICAK,10,1762,1,ELAZIĞ ,ARICAK,TRUE,1
ELAZIĞ,BASKİL,ELAZIG,BASKIL,10,1173,1,ELAZIĞ ,BASKİL,TRUE,1
ELAZIĞ,KARAKOÇAN,ELAZIG,KARAKOCAN,10,1438,1,ELAZIĞ ,KARAKOÇAN,TRUE,1
ELAZIĞ,KEBAN,ELAZIG,KEBAN,10,1455,1,ELAZIĞ ,KEBAN,TRUE,1
ELAZIĞ,KOVANCILAR,ELAZIG,KOVANCILAR,10,1820,1,ELAZIĞ ,KOVANCILAR,TRUE,1
ELAZIĞ,MADEN,ELAZIG,MADEN,10,1506,1,ELAZIĞ ,MADEN,TRUE,1
ELAZIĞ,MERKEZ,ELAZIG,MERKEZ,,1298,0,ELAZIĞ ,MERKEZ,TRUE,1
ELAZIĞ,PALU,ELAZIG,PALU,10,1566,1,ELAZIĞ ,PALU,TRUE,1
ELAZIĞ,SİVRİCE,ELAZIG,SIVRICE,10,1631,1,ELAZIĞ ,SİVRİCE,TRUE,1
ERZİNCAN,ÇAYIRLI,ERZINCAN,CAYIRLI,8,1243,1,ERZİNCAN ,ÇAYIRLI,TRUE,1
ERZİNCAN,İLİÇ,ERZINCAN,ILIC,8,1406,1,ERZİNCAN ,İLİÇ,TRUE,1
ERZİNCAN,KEMAH,ERZINCAN,KEMAH,8,1459,1,ERZİNCAN ,KEMAH,TRUE,1
ERZİNCAN,KEMALİYE,ERZINCAN,KEMALIYE,8,1460,1,ERZİNCAN ,KEMALİYE,TRUE,1
ERZİNCAN,MERKEZ,ERZINCAN,MERKEZ,,1318,0,ERZİNCAN ,MERKEZ,TRUE,1
ERZİNCAN,OTLUKBELİ,ERZINCAN,OTLUKBELI,8,1977,1,ERZİNCAN ,OTLUKBELİ,TRUE,1
ERZİNCAN,REFAHİYE,ERZINCAN,REFAHIYE,8,1583,1,ERZİNCAN ,REFAHİYE,TRUE,1
ERZİNCAN,TERCAN,ERZINCAN,TERCAN,8,1675,1,ERZİNCAN ,TERCAN,TRUE,1
ERZİNCAN,ÜZÜMLÜ,ERZINCAN,UZUMLU,8,1853,1,ERZİNCAN ,ÜZÜMLÜ,TRUE,1
ERZURUM,AŞKALE,ERZURUM,ASKALE,20,1153,1,ERZURUM ,AŞKALE,TRUE,1
ERZURUM,AZİZİYE,ERZURUM,AZIZIYE,20,1945,1,,,FALSE,0
ERZURUM,ÇAT,ERZURUM,CAT,20,1235,1,ERZURUM ,ÇAT,TRUE,1
ERZURUM,HINIS,ERZURUM,HINIS,20,1392,1,ERZURUM ,HINIS,TRUE,1
ERZURUM,HORASAN,ERZURUM,HORASAN,20,1396,1,ERZURUM ,HORASAN,TRUE,1
ERZURUM,İSPİR,ERZURUM,ISPIR,20,1416,1,ERZURUM ,İSPİR,TRUE,1
ERZURUM,KARAÇOBAN,ERZURUM,KARACOBAN,20,1812,1,ERZURUM ,KARAÇOBAN,TRUE,1
ERZURUM,KARAYAZI,ERZURUM,KARAYAZI,20,1444,1,ERZURUM ,KARAYAZI,TRUE,1
ERZURUM,KÖPRÜKÖY,ERZURUM,KOPRUKOY,20,1967,1,ERZURUM ,KÖPRÜKÖY,TRUE,1
ERZURUM,NARMAN,ERZURUM,NARMAN,20,1540,1,ERZURUM ,NARMAN,TRUE,1
ERZURUM,OLTU,ERZURUM,OLTU,20,1550,1,ERZURUM ,OLTU,TRUE,1
ERZURUM,OLUR,ERZURUM,OLUR,20,1551,1,ERZURUM ,OLUR,TRUE,1
ERZURUM,PALANDÖKEN,ERZURUM,PALANDOKEN,20,2044,1,,,FALSE,0
ERZURUM,PASİNLER,ERZURUM,PASINLER,20,1567,1,ERZURUM ,PASİNLER,TRUE,1
ERZURUM,PAZARYOLU,ERZURUM,PAZARYOLU,20,1865,1,ERZURUM ,PAZARYOLU,TRUE,1
ERZURUM,ŞENKAYA,ERZURUM,SENKAYA,20,1657,1,ERZURUM ,ŞENKAYA,TRUE,1
ERZURUM,TEKMAN,ERZURUM,TEKMAN,20,1674,1,ERZURUM ,TEKMAN,TRUE,1
ERZURUM,TORTUM,ERZURUM,TORTUM,20,1683,1,ERZURUM ,TORTUM,TRUE,1
ERZURUM,UZUNDERE,ERZURUM,UZUNDERE,20,1851,1,ERZURUM ,UZUNDERE,TRUE,1
ERZURUM,YAKUTİYE,ERZURUM,YAKUTIYE,20,2045,1,,,FALSE,0
ESKİŞEHİR,ALPU,ESKISEHIR,ALPU,14,1759,1,ESKİSEHİR ,ALPU,TRUE,1
ESKİŞEHİR,BEYLİKOVA,ESKISEHIR,BEYLIKOVA,14,1777,1,ESKİSEHİR ,BEYLİKOVA,TRUE,1
ESKİŞEHİR,ÇİFTELER,ESKISEHIR,CIFTELER,14,1255,1,ESKİSEHİR ,ÇİFTELER,TRUE,1
ESKİŞEHİR,GÜNYÜZÜ,ESKISEHIR,GUNYUZU,14,1934,1,ESKİSEHİR ,GÜNYÜZÜ,TRUE,1
ESKİŞEHİR,HAN,ESKISEHIR,HAN,14,1939,1,ESKİSEHİR ,HAN,TRUE,1
ESKİŞEHİR,İNÖNÜ,ESKISEHIR,INONU,14,1808,1,ESKİSEHİR ,İNÖNÜ,TRUE,1
ESKİŞEHİR,MAHMUDİYE,ESKISEHIR,MAHMUDIYE,14,1508,1,ESKİSEHİR ,MAHMUDİYE,TRUE,1
ESKİŞEHİR,MİHALGAZİ,ESKISEHIR,MIHALGAZI,14,1973,1,ESKİSEHİR ,MİHALGAZİ,TRUE,1
ESKİŞEHİR,MİHALIÇÇIK,ESKISEHIR,MIHALICCIK,14,1527,1,ESKİSEHİR ,MİHALIÇÇIK,TRUE,1
ESKİŞEHİR,ODUNPAZARI,ESKISEHIR,ODUNPAZARI,14,2046,1,,,FALSE,0
ESKİŞEHİR,SARICAKAYA,ESKISEHIR,SARICAKAYA,14,1599,1,ESKİSEHİR ,SARICAKAYA,TRUE,1
ESKİŞEHİR,SEYİTGAZİ,ESKISEHIR,SEYITGAZI,14,1618,1,ESKİSEHİR ,SEYİTGAZİ,TRUE,1
ESKİŞEHİR,SİVRİHİSAR,ESKISEHIR,SIVRIHISAR,14,1632,1,ESKİSEHİR ,SİVRİHİSAR,TRUE,1
ESKİŞEHİR,TEPEBAŞI,ESKISEHIR,TEPEBASI,14,2047,1,,,FALSE,0
GAZİANTEP,ARABAN,GAZIANTEP,ARABAN,9,1139,1,GAZİANTEP ,ARABAN,TRUE,1
GAZİANTEP,İSLAHİYE,GAZIANTEP,ISLAHIYE,9,1415,1,GAZİANTEP ,İSLAHİYE,TRUE,1
GAZİANTEP,KARKAMIŞ,GAZIANTEP,KARKAMIS,9,1956,1,GAZİANTEP ,KARKAMIŞ,TRUE,1
GAZİANTEP,NİZİP,GAZIANTEP,NIZIP,9,1546,1,GAZİANTEP ,NİZİP,TRUE,1
GAZİANTEP,NURDAĞI,GAZIANTEP,NURDAGI,9,1974,1,GAZİANTEP ,NURDAĞI,TRUE,1
GAZİANTEP,OĞUZELİ,GAZIANTEP,OGUZELI,9,1549,1,GAZİANTEP ,OĞUZELİ,TRUE,1
GAZİANTEP,ŞAHİNBEY,GAZIANTEP,SAHINBEY,9,1841,1,GAZİANTEP ,ŞAHİNBEY,TRUE,1
GAZİANTEP,ŞEHİTKAMİL,GAZIANTEP,SEHITKAMIL,9,1844,1,GAZİANTEP ,ŞEHİTKAMİL,TRUE,1
GAZİANTEP,YAVUZELİ,GAZIANTEP,YAVUZELI,9,1720,1,GAZİANTEP ,YAVUZELİ,TRUE,1
GİRESUN,ALUCRA,GIRESUN,ALUCRA,15,1133,1,GİRESUN ,ALUCRA,TRUE,1
GİRESUN,BULANCAK,GIRESUN,BULANCAK,15,1212,1,GİRESUN ,BULANCAK,TRUE,1
